brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Ford,2008,3.0,233201,Petrol,Manual,Second Owner
Maruti,2021,3.0,206722,Petrol,Manual,Third Owner
Mahindra,2021,3.0,233810,Diesel,Manual,Second Owner
Audi,2005,19.74155099145447,249632,Petrol,Manual,Second Owner
Mahindra,2011,11.27054626130905,53632,Petrol,Manual,Third Owner
Toyota,2012,12.878085567537875,214599,Diesel,Manual,First Owner
Volkswagen,2012,4.833315679516673,156932,Petrol,Manual,First Owner
Tata,2019,3.0,215428,Diesel,Automatic,Fourth & Above Owner
Hyundai,2017,3.9152187114631367,161353,Petrol,Manual,Third Owner
Bmw,2008,43.96556596591823,35612,Petrol,Manual,Second Owner
Audi,2015,33.7622642163069,142821,Lpg,Manual,Third Owner
Audi,2022,29.389954080939415,191297,Petrol,Manual,Third Owner
Kia,2012,9.48833867987548,35460,Petrol,Manual,First Owner
Hyundai,2021,6.734432526740002,128606,Petrol,Manual,First Owner
Ford,2016,3.0,165233,Petrol,Manual,First Owner
Tata,2021,5.468466746519982,118749,Petrol,Manual,First Owner
Nissan,2021,3.0,200775,Petrol,Manual,First Owner
Volkswagen,2005,9.019153224438575,36110,Petrol,Manual,Fourth & Above Owner
Hyundai,2019,7.866595095075173,89580,Petrol,Manual,Second Owner
Audi,2008,19.672226290539246,238067,Diesel,Manual,Third Owner
Maruti,2019,5.752192996496135,131065,Petrol,Automatic,Second Owner
Toyota,2019,29.92335789125952,49342,Cng,Manual,First Owner
Audi,2009,35.84191568674905,33500,Petrol,Manual,Second Owner
Renault,2006,3.0,150325,Petrol,Manual,Second Owner
Mercedes,2012,39.0303710910409,233018,Cng,Manual,Second Owner
Volkswagen,2010,13.164185261661546,17045,Diesel,Automatic,First Owner
Skoda,2014,17.643136040700533,31836,Petrol,Manual,Third Owner
Volkswagen,2006,8.541468454117862,96930,Petrol,Manual,First Owner
Maruti,2005,6.751841097285616,56052,Diesel,Manual,First Owner
Hyundai,2012,10.687686815908194,34664,Petrol,Manual,Second Owner
Mercedes,2018,54.837488158577074,78127,Petrol,Automatic,Fourth & Above Owner
Maruti,2010,3.0,162486,Petrol,Automatic,First Owner
Honda,2010,3.0,207318,Diesel,Manual,First Owner
Maruti,2007,5.832019989913645,80065,Diesel,Manual,Fourth & Above Owner
Toyota,2010,13.11350809409945,176660,Petrol,Manual,Fourth & Above Owner
Volkswagen,2010,3.0,206670,Lpg,Manual,First Owner
Mahindra,2009,16.17821681099099,6718,Petrol,Manual,Third Owner
Ford,2011,3.0,213943,Diesel,Automatic,Third Owner
Kia,2010,15.494653547203695,49972,Petrol,Manual,First Owner
Hyundai,2017,3.0,172838,Diesel,Manual,Second Owner
Maruti,2011,3.0,188787,Petrol,Manual,First Owner
Toyota,2018,9.419840893122776,212097,Petrol,Manual,Third Owner
Skoda,2015,9.418386268218816,103939,Petrol,Automatic,First Owner
Ford,2016,3.0,166581,Diesel,Manual,Second Owner
Bmw,2015,45.01756752231401,11422,Petrol,Automatic,Third Owner
Maruti,2021,8.447859793463753,114494,Petrol,Manual,First Owner
Mercedes,2009,36.22633646001936,241159,Petrol,Manual,Second Owner
Hyundai,2022,9.302695161548158,43839,Diesel,Manual,First Owner
Audi,2008,40.93070199510247,42052,Diesel,Manual,First Owner
Mahindra,2007,3.451745330531724,176531,Petrol,Manual,Third Owner
Skoda,2019,8.32181499682099,130064,Petrol,Manual,Third Owner
Toyota,2021,21.35862196057859,116461,Diesel,Manual,Second Owner
Mahindra,2006,6.121399031131266,65837,Petrol,Manual,Third Owner
Honda,2015,14.537610020188449,46961,Petrol,Manual,First Owner
Maruti,2014,3.0,185679,Petrol,Manual,Second Owner
Mahindra,2008,8.187895365257717,92651,Petrol,Manual,Third Owner
Volkswagen,2014,3.0,195297,Lpg,Manual,Third Owner
Toyota,2017,21.71187963628147,113618,Diesel,Automatic,First Owner
Honda,2015,12.55122191527927,102318,Petrol,Manual,First Owner
Skoda,2014,16.21672601337609,61379,Diesel,Manual,Second Owner
Hyundai,2020,6.266712195061278,166320,Petrol,Manual,First Owner
Honda,2009,14.721291256883324,74738,Lpg,Manual,Third Owner
Mahindra,2016,4.193022496106812,227723,Petrol,Automatic,First Owner
Renault,2010,4.488384254572949,105041,Cng,Manual,Second Owner
Toyota,2022,16.04746557599107,204628,Diesel,Automatic,First Owner
Maruti,2009,3.0,120138,Diesel,Manual,Second Owner
Hyundai,2020,11.804770625835829,106649,Petrol,Manual,Fourth & Above Owner
Skoda,2016,7.364835395390999,116032,Diesel,Manual,Second Owner
Maruti,2008,3.3065892803885903,113161,Diesel,Manual,Fourth & Above Owner
Mercedes,2018,46.4921928992433,122350,Petrol,Automatic,First Owner
Nissan,2009,3.0,222285,Petrol,Manual,First Owner
Ford,2009,3.0,177254,Diesel,Manual,Third Owner
Toyota,2011,27.68376621856103,13421,Cng,Manual,First Owner
Mercedes,2017,55.86458520952621,19264,Diesel,Manual,First Owner
Kia,2012,20.184293739954384,10588,Petrol,Automatic,Second Owner
Hyundai,2015,3.5400043956798717,174275,Diesel,Manual,First Owner
Kia,2014,12.469227558036556,55419,Petrol,Automatic,Third Owner
Kia,2008,10.235063007570773,99394,Petrol,Manual,First Owner
Mahindra,2009,3.0,207767,Diesel,Automatic,First Owner
Maruti,2010,9.502282602316425,37288,Diesel,Manual,First Owner
Audi,2009,37.206730374176985,42537,Diesel,Automatic,First Owner
Hyundai,2021,19.08077809985779,24462,Petrol,Manual,Second Owner
Bmw,2011,39.18789954750466,74893,Petrol,Manual,First Owner
Maruti,2012,13.009967215062968,26955,Diesel,Manual,Third Owner
Audi,2017,29.33989804142641,159121,Petrol,Automatic,First Owner
Tata,2019,3.0,185508,Lpg,Automatic,First Owner
Hyundai,2017,10.902123956210598,50139,Cng,Manual,Second Owner
Maruti,2014,3.7074826145118482,133459,Diesel,Manual,First Owner
Mahindra,2022,12.896511993151863,79263,Diesel,Manual,Second Owner
Volkswagen,2021,12.604401615509662,24669,Petrol,Manual,Second Owner
Hyundai,2008,3.0,119393,Petrol,Manual,First Owner
Skoda,2007,3.286120861651118,175833,Diesel,Manual,Second Owner
Bmw,2012,38.80475552104937,60886,Petrol,Manual,Fourth & Above Owner
Toyota,2020,16.31722285935938,198084,Diesel,Manual,First Owner
Kia,2022,3.0,248141,Petrol,Manual,Second Owner
Bmw,2017,41.56454799159269,18792,Diesel,Manual,First Owner
Audi,2017,42.976347960954016,45044,Petrol,Manual,Third Owner
Mahindra,2009,13.201091921832232,75904,Diesel,Manual,First Owner
Audi,2015,26.591709651038983,213234,Petrol,Manual,First Owner
Volkswagen,2008,11.221950478125704,39816,Diesel,Manual,First Owner
Kia,2014,10.267256501666553,120174,Cng,Manual,Second Owner
Renault,2008,3.0,136660,Petrol,Automatic,First Owner
Audi,2006,40.934215060983675,36635,Petrol,Manual,Third Owner
Honda,2022,18.72527385343994,15290,Petrol,Automatic,First Owner
Maruti,2021,14.031783610357193,34029,Diesel,Manual,Third Owner
Hyundai,2017,13.701345107728859,18770,Diesel,Manual,Third Owner
Nissan,2016,7.001425306094404,127572,Diesel,Manual,Second Owner
Mercedes,2009,38.756181128669425,234459,Petrol,Automatic,Second Owner
Honda,2015,10.837600467618124,91612,Petrol,Manual,Second Owner
Audi,2018,40.269811574327534,67895,Diesel,Manual,Third Owner
Maruti,2014,10.596847681681243,62477,Diesel,Manual,First Owner
Maruti,2010,3.0,245430,Petrol,Manual,Third Owner
Renault,2012,3.0,239940,Petrol,Manual,Second Owner
Bmw,2020,36.19129172547172,163886,Petrol,Manual,Third Owner
Kia,2009,9.968572656903042,118528,Diesel,Manual,First Owner
Mercedes,2022,56.26610168884801,44154,Diesel,Manual,Second Owner
Tata,2018,3.0,232558,Diesel,Manual,First Owner
Skoda,2021,19.34406584622998,5332,Diesel,Automatic,First Owner
Renault,2014,9.112056925864088,45179,Diesel,Automatic,First Owner
Skoda,2009,8.692312276934963,171266,Petrol,Manual,Second Owner
Mahindra,2005,13.15146439629685,49949,Petrol,Manual,First Owner
Maruti,2014,7.8859081942725044,31515,Petrol,Manual,Fourth & Above Owner
Maruti,2012,3.0,151026,Lpg,Manual,Third Owner
Kia,2007,18.587738193334836,11428,Diesel,Manual,Third Owner
Hyundai,2021,10.48399735793219,71119,Petrol,Manual,Third Owner
Kia,2022,7.757736860994417,162469,Diesel,Manual,First Owner
Audi,2011,34.877114687998265,50309,Petrol,Manual,Third Owner
Mahindra,2017,4.646484621778036,191035,Petrol,Manual,First Owner
Skoda,2012,19.473513532332785,28197,Diesel,Automatic,First Owner
Mahindra,2013,5.302022414978672,155250,Lpg,Automatic,First Owner
Mahindra,2016,20.394700182080427,23686,Petrol,Manual,First Owner
Volkswagen,2012,3.0,184288,Petrol,Manual,First Owner
Toyota,2019,15.01973862615922,189526,Cng,Manual,First Owner
Toyota,2008,12.613901417586014,199731,Diesel,Manual,Fourth & Above Owner
Mahindra,2017,10.685428073178059,74129,Diesel,Automatic,First Owner
Bmw,2022,48.34189977052073,62894,Petrol,Manual,Third Owner
Maruti,2020,3.0,244712,Petrol,Manual,Third Owner
Tata,2005,3.0,183724,Petrol,Manual,Third Owner
Volkswagen,2007,9.316184880779895,49864,Petrol,Manual,Third Owner
Renault,2016,12.36896816082976,12150,Diesel,Manual,Fourth & Above Owner
Audi,2021,40.8348931408651,91839,Diesel,Manual,First Owner
Tata,2020,3.0,167957,Diesel,Manual,First Owner
Bmw,2021,38.91883145439068,96852,Petrol,Manual,First Owner
Mercedes,2007,35.36034773065649,202898,Petrol,Manual,First Owner
Honda,2014,6.1399972296338445,127537,Diesel,Manual,First Owner
Tata,2018,3.0,247866,Petrol,Manual,First Owner
Volkswagen,2016,3.0,218305,Petrol,Manual,Fourth & Above Owner
Volkswagen,2018,6.940224769833655,120453,Petrol,Manual,First Owner
Hyundai,2008,3.0,209518,Petrol,Manual,Third Owner
Volkswagen,2013,5.713500347567625,114798,Petrol,Manual,First Owner
Mahindra,2013,16.960874672977997,7439,Petrol,Manual,Second Owner
Volkswagen,2021,14.761168579255822,80466,Diesel,Manual,First Owner
Nissan,2008,6.255039328310945,105267,Petrol,Manual,Fourth & Above Owner
Volkswagen,2010,3.0,244229,Diesel,Automatic,Second Owner
Mercedes,2005,33.2953773416341,207844,Diesel,Manual,First Owner
Toyota,2007,20.907063347248233,40920,Petrol,Manual,Third Owner
Nissan,2022,17.71959615501427,5048,Petrol,Manual,First Owner
Skoda,2020,12.681954092352466,134552,Petrol,Automatic,Third Owner
Nissan,2009,6.409166500306812,135741,Petrol,Manual,First Owner
Mercedes,2017,44.512787824742006,185168,Petrol,Manual,First Owner
Bmw,2015,46.04652928583967,68571,Lpg,Manual,First Owner
Renault,2021,3.0,203985,Petrol,Automatic,Second Owner
Nissan,2010,8.282329433801989,106128,Petrol,Manual,Third Owner
Skoda,2022,12.814306602047917,86971,Lpg,Manual,Second Owner
Ford,2011,3.0,107974,Diesel,Manual,First Owner
Hyundai,2017,3.0,236401,Diesel,Manual,First Owner
Maruti,2012,4.30882386142671,100979,Petrol,Manual,First Owner
Tata,2017,8.524888348621328,142341,Diesel,Manual,First Owner
Maruti,2011,3.0,223527,Diesel,Manual,First Owner
Tata,2020,11.197156863992408,9479,Diesel,Automatic,First Owner
Hyundai,2016,7.596980134585724,136433,Diesel,Manual,Second Owner
Kia,2010,3.0,178542,Petrol,Manual,Second Owner
Hyundai,2022,3.0,226417,Lpg,Manual,First Owner
Bmw,2017,48.03761472777304,20070,Lpg,Manual,Third Owner
Honda,2012,3.0,183051,Diesel,Automatic,Third Owner
Mahindra,2007,4.613649771483946,201625,Petrol,Manual,Third Owner
Audi,2022,41.735086748921105,91024,Diesel,Manual,Third Owner
Kia,2018,7.6592796102871565,187799,Petrol,Manual,Second Owner
Mercedes,2017,51.75536357856369,125923,Diesel,Manual,Fourth & Above Owner
Kia,2019,7.895738386090567,166233,Petrol,Automatic,First Owner
Volkswagen,2015,10.694218060534551,100515,Diesel,Manual,First Owner
Audi,2009,38.4742461630849,48410,Lpg,Automatic,Third Owner
Mahindra,2009,3.0,208000,Petrol,Manual,Third Owner
Skoda,2006,9.438226808621547,58029,Diesel,Manual,First Owner
Mercedes,2006,54.60079736463456,50961,Diesel,Manual,Third Owner
Tata,2018,3.0,222090,Petrol,Automatic,Second Owner
Honda,2020,3.0,234421,Petrol,Manual,First Owner
Bmw,2007,30.044188719791425,154283,Petrol,Manual,Third Owner
Maruti,2015,3.74354226005419,147204,Diesel,Manual,Second Owner
Skoda,2007,7.558397126005215,93394,Petrol,Manual,Third Owner
Toyota,2012,20.554697622986513,154880,Petrol,Manual,Third Owner
Hyundai,2019,7.841544670201684,154259,Petrol,Manual,First Owner
Toyota,2019,22.9190365245642,131616,Petrol,Automatic,Third Owner
Skoda,2022,10.003786463559383,165508,Petrol,Manual,First Owner
Toyota,2010,16.512454436003928,140851,Diesel,Automatic,Third Owner
Volkswagen,2022,3.0,220409,Petrol,Manual,Second Owner
Skoda,2019,10.516937384645296,168580,Diesel,Manual,Second Owner
Maruti,2011,5.566566421124005,99376,Diesel,Manual,Third Owner
Mercedes,2010,39.65955170660327,165483,Diesel,Manual,Second Owner
Toyota,2006,24.827367131330096,61375,Petrol,Manual,First Owner
Audi,2021,39.55415021067798,57466,Diesel,Manual,Second Owner
Mahindra,2008,3.0,207573,Diesel,Manual,Second Owner
Mahindra,2009,4.650056017767632,147697,Petrol,Manual,First Owner
Mercedes,2012,47.72418131196622,18167,Petrol,Manual,First Owner
Skoda,2007,9.037545740302782,91883,Petrol,Manual,First Owner
Kia,2019,7.8908154365576495,246139,Diesel,Manual,Third Owner
Audi,2017,32.364203569158754,161072,Petrol,Automatic,Second Owner
Ford,2007,3.0,217806,Cng,Manual,Third Owner
Mahindra,2007,5.429435485878667,139219,Diesel,Automatic,First Owner
Toyota,2005,25.568660538324544,15437,Diesel,Automatic,Fourth & Above Owner
Bmw,2022,45.01774391312542,49021,Lpg,Automatic,Third Owner
Honda,2012,14.645311898344518,27569,Diesel,Manual,First Owner
Renault,2016,3.0,185009,Petrol,Manual,First Owner
Mahindra,2007,5.495908606622638,190373,Petrol,Manual,Fourth & Above Owner
Ford,2009,3.0,116968,Diesel,Manual,Fourth & Above Owner
Tata,2014,3.0,182485,Petrol,Manual,First Owner
Hyundai,2008,3.631116087444021,140103,Cng,Manual,Third Owner
Hyundai,2016,4.399804983005031,186255,Petrol,Manual,Third Owner
Renault,2021,3.0,169797,Petrol,Automatic,First Owner
Honda,2010,3.1741499477157205,116624,Diesel,Manual,Second Owner
Hyundai,2015,3.0,164953,Diesel,Automatic,Second Owner
Renault,2021,10.003520375704575,83059,Diesel,Manual,First Owner
Mahindra,2021,5.5694007914770935,188487,Petrol,Automatic,Third Owner
Maruti,2005,3.0,228845,Petrol,Manual,First Owner
Hyundai,2006,13.092352689149429,55654,Diesel,Automatic,First Owner
Ford,2022,3.7519491504690277,168424,Cng,Manual,First Owner
Kia,2021,19.716002062001483,32045,Petrol,Automatic,Second Owner
Tata,2010,4.38068285727174,97487,Diesel,Manual,First Owner
Toyota,2014,16.33422580711904,168948,Petrol,Manual,First Owner
Tata,2015,7.550923169383968,72965,Diesel,Manual,First Owner
Honda,2017,12.97256421176307,62816,Petrol,Manual,First Owner
Audi,2018,36.2330790056355,99051,Lpg,Automatic,Third Owner
Toyota,2011,23.19268545675272,33078,Petrol,Manual,First Owner
Bmw,2021,37.724584780068874,158233,Diesel,Manual,First Owner
Nissan,2006,7.028378375134148,37153,Diesel,Manual,First Owner
Kia,2005,8.277241013978795,86624,Petrol,Automatic,Second Owner
Volkswagen,2022,9.674475957067507,81636,Petrol,Manual,First Owner
Audi,2008,21.114060705488136,242132,Diesel,Automatic,Second Owner
Nissan,2022,3.0,247987,Diesel,Manual,Second Owner
Mercedes,2010,50.29634225150778,24430,Diesel,Manual,First Owner
Toyota,2011,24.201954436539793,43528,Diesel,Manual,First Owner
Hyundai,2005,3.0,184385,Petrol,Manual,First Owner
Hyundai,2021,7.675418571548503,78141,Cng,Automatic,Third Owner
Nissan,2011,3.0,162804,Petrol,Manual,First Owner
Volkswagen,2008,3.0,230579,Diesel,Automatic,Second Owner
Toyota,2013,23.68658761338138,44898,Cng,Automatic,Fourth & Above Owner
Honda,2007,3.0,241010,Cng,Manual,First Owner
Toyota,2019,28.45252357590346,17859,Petrol,Manual,First Owner
Skoda,2006,11.214989708111986,61066,Petrol,Manual,Second Owner
Bmw,2013,33.708420536702626,129354,Diesel,Manual,Fourth & Above Owner
Nissan,2012,3.0,220710,Petrol,Automatic,First Owner
Toyota,2005,13.891367353525164,140702,Diesel,Manual,Second Owner
Renault,2005,6.2318559801821785,39034,Petrol,Manual,Second Owner
Hyundai,2014,11.816890934390305,65985,Petrol,Manual,First Owner
Kia,2012,4.731496818681271,191576,Petrol,Automatic,Second Owner
Renault,2007,3.0,142585,Diesel,Manual,Second Owner
Volkswagen,2007,15.595746397790847,8186,Diesel,Manual,Fourth & Above Owner
Ford,2019,4.114353715046537,127884,Petrol,Manual,Second Owner
Toyota,2018,20.778523746747332,104621,Petrol,Automatic,Second Owner
Kia,2015,17.888059856449434,5142,Petrol,Manual,Second Owner
Renault,2020,7.19463970690998,65597,Diesel,Manual,First Owner
Audi,2006,21.128486722914396,234157,Diesel,Automatic,Second Owner
Maruti,2017,3.0,177481,Diesel,Manual,First Owner
Toyota,2018,25.630149720841334,22345,Lpg,Manual,Second Owner
Skoda,2008,14.434455728333464,8933,Petrol,Manual,Second Owner
Hyundai,2014,6.218135355551732,89755,Diesel,Manual,Third Owner
Hyundai,2018,8.356919981066017,118900,Petrol,Manual,Third Owner
Skoda,2015,10.218345172018479,116100,Diesel,Manual,First Owner
Toyota,2009,11.020408811255749,175698,Petrol,Manual,Second Owner
Toyota,2016,27.53276516345376,47473,Diesel,Manual,First Owner
Volkswagen,2018,16.353750657544147,16442,Diesel,Manual,First Owner
Mahindra,2005,4.648543755531745,169805,Petrol,Manual,First Owner
Maruti,2015,3.0,224863,Diesel,Manual,First Owner
Maruti,2014,11.188511600430392,46095,Diesel,Manual,Third Owner
Hyundai,2011,9.033022498490107,93493,Cng,Manual,Fourth & Above Owner
Mahindra,2005,3.7399045030298623,158530,Petrol,Automatic,First Owner
Audi,2006,42.20540208118517,45490,Lpg,Manual,First Owner
Toyota,2018,14.773652900835158,215688,Diesel,Automatic,First Owner
Hyundai,2019,16.73797115819805,60238,Diesel,Manual,First Owner
Maruti,2012,8.16582356470121,135485,Petrol,Manual,Third Owner
Renault,2021,3.0,88031,Diesel,Manual,First Owner
Skoda,2021,10.24785400874312,168516,Diesel,Manual,Third Owner
Honda,2016,15.102770430137422,53601,Diesel,Automatic,First Owner
Maruti,2015,12.033230939960918,29066,Lpg,Manual,Second Owner
Tata,2022,3.140570916631522,130091,Petrol,Manual,Second Owner
Renault,2015,3.0,216979,Diesel,Manual,First Owner
Mahindra,2021,6.411716336792857,160068,Petrol,Manual,Second Owner
Kia,2022,13.548565587441981,190121,Petrol,Manual,Third Owner
Mercedes,2008,46.62325664194387,111190,Petrol,Manual,First Owner
Honda,2016,11.555735630261614,39329,Petrol,Automatic,First Owner
Kia,2018,10.398702934778733,109622,Petrol,Manual,Second Owner
Toyota,2019,6.332324420456466,246936,Petrol,Manual,Fourth & Above Owner
Mahindra,2011,5.606371146451763,196516,Petrol,Manual,Fourth & Above Owner
Kia,2020,8.423935677358745,177366,Diesel,Manual,First Owner
Kia,2013,15.023026809732208,78749,Petrol,Manual,Second Owner
Toyota,2011,16.202800116616206,151916,Petrol,Manual,Third Owner
Volkswagen,2007,3.7132672471000423,157578,Petrol,Automatic,Third Owner
Mahindra,2010,3.7856393190411612,165278,Petrol,Manual,First Owner
Bmw,2022,32.03740949900365,223765,Petrol,Manual,Fourth & Above Owner
Audi,2017,31.376244548587742,171986,Cng,Manual,Third Owner
Audi,2018,37.157576513262256,59271,Diesel,Manual,Second Owner
Volkswagen,2021,12.299686511518765,59284,Petrol,Manual,First Owner
Audi,2009,28.342745234288287,156875,Petrol,Manual,First Owner
Volkswagen,2016,3.0,217219,Petrol,Automatic,First Owner
Skoda,2011,3.0,237253,Diesel,Manual,Third Owner
Mahindra,2020,9.440063417505604,154366,Lpg,Automatic,Second Owner
Renault,2012,3.0,134799,Petrol,Automatic,Fourth & Above Owner
Ford,2020,3.0,204924,Petrol,Manual,First Owner
Volkswagen,2018,3.0,244339,Diesel,Automatic,Third Owner
Mahindra,2018,19.79700167795431,11828,Petrol,Manual,Third Owner
Toyota,2021,29.162891523373386,80961,Petrol,Manual,First Owner
Kia,2019,14.648818280763116,86794,Diesel,Manual,First Owner
Hyundai,2010,3.1946933344231825,143252,Diesel,Manual,Third Owner
Bmw,2014,38.607929385148054,77246,Petrol,Manual,Second Owner
Bmw,2013,42.705865699816826,81203,Diesel,Automatic,First Owner
Renault,2006,5.443108741460259,10980,Petrol,Manual,Third Owner
Maruti,2015,13.097406287466411,5911,Petrol,Manual,First Owner
Maruti,2012,5.9365664418828565,115246,Diesel,Manual,Second Owner
Toyota,2012,6.5878372631253175,249340,Diesel,Automatic,Fourth & Above Owner
Hyundai,2006,8.575225933126058,77431,Diesel,Manual,First Owner
Hyundai,2014,5.1721762281072685,63814,Diesel,Manual,First Owner
Mahindra,2015,11.437206223004791,69787,Diesel,Manual,Second Owner
